experiment_id,model_name,feature_set,target_strategy,mean_r2,fold_mean_r2_std,runtime_seconds,notes,r2_Q0_TOTAL_ASSETS,r2_Q0_TOTAL_LIABILITIES,r2_Q0_TOTAL_STOCKHOLDERS_EQUITY,r2_Q0_GROSS_PROFIT,r2_Q0_COST_OF_REVENUES,r2_Q0_REVENUES,r2_Q0_OPERATING_INCOME,r2_Q0_OPERATING_EXPENSES,r2_Q0_EBITDA
M1_ridge_history_raw,Ridge,history_raw,direct,0.7281114995816343,0.13610769632408143,15.840123299996776,"Ridge with median imputation, robust scaling and one-hot categorical encoding.",0.7674839519470658,0.9226729398379321,0.17702247747837108,0.9039468983203213,0.8040007679685952,0.8398170074356139,0.36177513613295276,0.9475266385182319,0.8287576785956258
M2_hgb_history_raw,HistGradientBoostingRegressor,history_raw,direct,0.46756826634504456,0.17475164968137089,0.0,Sklearn nonlinear tree baseline on raw history features.,0.26062987493353895,0.5111217807395227,-0.1363930391490027,0.6539938974850157,0.7551876667842637,0.8264854158791347,0.5586742717936493,0.5289120466933164,0.24950248194596303
