experiment_id,model_name,feature_set,target_strategy,mean_r2,fold_mean_r2_std,runtime_seconds,notes,r2_Q0_TOTAL_ASSETS,r2_Q0_TOTAL_LIABILITIES,r2_Q0_TOTAL_STOCKHOLDERS_EQUITY,r2_Q0_GROSS_PROFIT,r2_Q0_COST_OF_REVENUES,r2_Q0_REVENUES,r2_Q0_OPERATING_INCOME,r2_Q0_OPERATING_EXPENSES,r2_Q0_EBITDA
M3c_catboost_direct_history_metadata,CatBoostRegressor,history_metadata,direct,0.6083925249170272,1.3767709816181466,321.27047859999993,CatBoost direct on history_metadata | best_iters=180,0.6739763849824987,0.748939998020965,0.2208247457430348,0.7450266222905111,0.8479441256494429,0.8891242987198571,0.5828710386460112,0.5224940863769124,0.24433142382401207
