experiment_id,model_name,feature_set,target_strategy,mean_r2,fold_mean_r2_std,runtime_seconds,notes,r2_Q0_TOTAL_ASSETS,r2_Q0_TOTAL_LIABILITIES,r2_Q0_TOTAL_STOCKHOLDERS_EQUITY,r2_Q0_GROSS_PROFIT,r2_Q0_COST_OF_REVENUES,r2_Q0_REVENUES,r2_Q0_OPERATING_INCOME,r2_Q0_OPERATING_EXPENSES,r2_Q0_EBITDA
M3b_catboost_direct_history_industry,CatBoostRegressor,history_industry,direct,0.41846461228377024,0.07670261823264085,171.82135420000122,CatBoost direct; median_best_iter=60.,0.4261662434592771,0.4683877975517349,0.22407256348187765,0.5427209698618318,0.5966755521850144,0.7097945179924663,0.37137330941143165,0.398718067045863,0.02827248956443551
