experiment_id,model_name,feature_set,target_strategy,mean_r2,fold_mean_r2_std,runtime_seconds,notes,r2_Q0_TOTAL_ASSETS,r2_Q0_TOTAL_LIABILITIES,r2_Q0_TOTAL_STOCKHOLDERS_EQUITY,r2_Q0_GROSS_PROFIT,r2_Q0_COST_OF_REVENUES,r2_Q0_REVENUES,r2_Q0_OPERATING_INCOME,r2_Q0_OPERATING_EXPENSES,r2_Q0_EBITDA
M3a_catboost_direct_history_raw,CatBoostRegressor,history_raw,direct,0.5543073757798296,0.7004403969288241,56.118522600000006,CatBoost direct on history_raw | best_iters=180,0.5432948952143671,0.6428674030958801,0.21574157302286368,0.7318109190624431,0.8387167515412602,0.8763134967962856,0.46515819653881296,0.5483851321470895,0.12647801459946562
