experiment_id,model_name,feature_set,target_strategy,mean_r2,fold_mean_r2_std,runtime_seconds,notes,r2_Q0_TOTAL_ASSETS,r2_Q0_TOTAL_LIABILITIES,r2_Q0_TOTAL_STOCKHOLDERS_EQUITY,r2_Q0_GROSS_PROFIT,r2_Q0_COST_OF_REVENUES,r2_Q0_REVENUES,r2_Q0_OPERATING_INCOME,r2_Q0_OPERATING_EXPENSES,r2_Q0_EBITDA
M1_ridge_history_raw,Ridge,history_raw,direct,0.7313902644659322,0.19028264065238912,6.598222200002056,GroupKFold OOF sklearn baseline,0.6894555530795552,0.8695364697418211,0.2512453222953903,0.8948415360263562,0.7987899478275124,0.8388212112914128,0.5065837662118873,0.8717077110022335,0.8615308627172213
