experiment_id,model_name,feature_set,target_strategy,mean_r2,fold_mean_r2_std,runtime_seconds,notes,r2_Q0_TOTAL_ASSETS,r2_Q0_TOTAL_LIABILITIES,r2_Q0_TOTAL_STOCKHOLDERS_EQUITY,r2_Q0_GROSS_PROFIT,r2_Q0_COST_OF_REVENUES,r2_Q0_REVENUES,r2_Q0_OPERATING_INCOME,r2_Q0_OPERATING_EXPENSES,r2_Q0_EBITDA
M4_catboost_residual_history_metadata_engineered,CatBoostRegressor,history_metadata_engineered,residual,0.7896678489613664,0.19288697160064355,0.0,CatBoost residual; median_best_iter=60.,0.5874850151929785,0.8761952760440881,-0.03789030940185256,0.9826203458607919,0.9648730019875794,0.9731137301391801,0.8115714920574976,0.9870917515756392,0.9619503371963956
