target,stage,members,weights,r2
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.04,0.35,0.61",0.6991862993569975
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.04,0.36,0.60",0.6993685582533208
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.04,0.37,0.59",0.6995129972814881
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.04,0.38,0.58",0.6996196164414992
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.04,0.39,0.57",0.6996884157333543
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.04,0.40,0.56",0.6997193951570533
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.04,0.41,0.55",0.6997125547125962
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.05,0.35,0.60",0.6982268258130855
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.05,0.36,0.59",0.6984113456124728
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.05,0.37,0.58",0.6985580455437039
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.05,0.38,0.57",0.698666925606779
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.05,0.39,0.56",0.698737985801698
Q0_TOTAL_ASSETS,fine,"B4,M3d,M4","0.05,0.40,0.55",0.6987712261284609
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.00,1.00",0.911212854578829
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.05,0.95",0.9098765014893767
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.10,0.90",0.9075399600785727
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.15,0.85",0.9042032303464173
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.20,0.80",0.89986631229291
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.25,0.75",0.8945292059180512
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.30,0.70",0.8881919112218407
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.35,0.65",0.8808544282042785
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.40,0.60",0.8725167568653647
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.45,0.55",0.8631788972050993
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.50,0.50",0.8528408492234822
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.55,0.45",0.8415026129205135
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.60,0.40",0.8291641882961931
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.65,0.35",0.8158255753505211
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.70,0.30",0.8014867740834974
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.75,0.25",0.7861477844951222
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.80,0.20",0.7698086065853953
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.85,0.15",0.7524692403543166
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.90,0.10",0.7341296858018864
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,0.95,0.05",0.7147899429281046
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.00,1.00,0.00",0.694450011732971
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.00,0.95",0.9090532436524352
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.05,0.90",0.9077222107335323
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.10,0.85",0.9053909894932777
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.15,0.80",0.9020595799316714
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.20,0.75",0.8977279820487135
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.25,0.70",0.892396195844404
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.30,0.65",0.8860642213187429
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.35,0.60",0.87873205847173
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.40,0.55",0.8703997073033655
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.45,0.50",0.8610671678136494
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.50,0.45",0.8507344400025816
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.55,0.40",0.8394015238701622
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.60,0.35",0.8270684194163911
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.65,0.30",0.8137351266412683
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.70,0.25",0.799401645544794
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.75,0.20",0.784067976126968
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.80,0.15",0.7677341183877904
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.85,0.10",0.7504000723272611
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.90,0.05",0.7320658379453802
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.05,0.95,0.00",0.7127314152421476
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.00,0.90",0.9068606257619353
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.05,0.85",0.9055349130135816
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.10,0.80",0.9032090119438763
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.15,0.75",0.8998829225528193
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.20,0.70",0.8955566448404108
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.25,0.65",0.8902301788066505
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.30,0.60",0.8839035244515385
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.35,0.55",0.8765766817750751
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.40,0.50",0.8682496507772599
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.45,0.45",0.858922431458093
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.50,0.40",0.8485950238175746
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.55,0.35",0.8372674278557045
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.60,0.30",0.8249396435724827
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.65,0.25",0.8116116709679093
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.70,0.20",0.7972835100419842
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.75,0.15",0.7819551607947075
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.80,0.10",0.7656266232260792
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.85,0.05",0.7482978973360992
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.10,0.90,0.00",0.7299689831247675
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.00,0.85",0.904635000907329
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.05,0.80",0.9033146083295246
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.10,0.75",0.9009940274303685
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.15,0.70",0.8976732582098609
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.20,0.65",0.8933523006680015
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.25,0.60",0.8880311548047907
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.30,0.55",0.8817098206202281
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.35,0.50",0.8743882981143138
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.40,0.45",0.8660665872870479
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.45,0.40",0.8567446881384304
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.50,0.35",0.8464226006684612
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.55,0.30",0.8351003248771405
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.60,0.25",0.822777860764468
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.65,0.20",0.8094552083304438
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.70,0.15",0.7951323675750681
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.75,0.10",0.7798093384983407
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.80,0.05",0.7634861211002617
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.15,0.85,0.00",0.746162715380831
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.00,0.80",0.9023763690886163
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.05,0.75",0.9010612966813611
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.10,0.70",0.8987460359527545
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.15,0.65",0.8954305869027961
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.20,0.60",0.8911149495314861
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.25,0.55",0.8857991238388244
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.30,0.50",0.8794831098248111
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.35,0.45",0.8721669074894463
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.40,0.40",0.8638505168327296
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.45,0.35",0.8545339378546615
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.50,0.30",0.8442171705552415
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.55,0.25",0.8329002149344701
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.60,0.20",0.8205830709923468
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.65,0.15",0.8072657387288721
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.70,0.10",0.7929482181440456
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.75,0.05",0.7776305092378675
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.20,0.80,0.00",0.7613126120103377
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.00,0.75",0.9000847303057972
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.05,0.70",0.8987749780690915
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.10,0.65",0.896465037511034
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.15,0.60",0.8931549086316249
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.20,0.55",0.8888445914308643
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.25,0.50",0.8835340859087519
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.30,0.45",0.8772233920652879
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.35,0.40",0.8699125099004723
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.40,0.35",0.861601439414305
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.45,0.30",0.8522901806067861
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.50,0.25",0.8419787334779155
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.55,0.20",0.8306670980276933
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.60,0.15",0.8183552742561194
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.65,0.10",0.805043262163194
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.70,0.05",0.7907310617489167
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.25,0.75,0.00",0.775418673013288
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.00,0.70",0.8977600845588718
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.05,0.65",0.8964556524927154
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.10,0.60",0.8941510321052073
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.15,0.55",0.8908462233963476
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.20,0.50",0.8865412263661361
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.25,0.45",0.8812360410145731
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.30,0.40",0.8749306673416584
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.35,0.35",0.867625105347392
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.40,0.30",0.859319355031774
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.45,0.25",0.8500134163948044
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.50,0.20",0.8397072894364832
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.55,0.15",0.8284009741568102
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.60,0.10",0.8160944705557857
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.65,0.05",0.8027877786334094
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.30,0.70,0.00",0.7884808983896816
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.00,0.65",0.8954024318478402
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.05,0.60",0.8941033199522329
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.10,0.55",0.8918040197352741
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.15,0.50",0.8885045311969637
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.20,0.45",0.8842048543373016
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.25,0.40",0.8789049891562879
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.30,0.35",0.8726049356539225
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.35,0.30",0.8653046938302054
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.40,0.25",0.8570042636851367
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.45,0.20",0.8477036452187164
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.50,0.15",0.8374028384309444
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.55,0.10",0.8261018433218208
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.60,0.05",0.8138006598913455
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.35,0.65,0.00",0.8004992881395186
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.00,0.60",0.8930117721727021
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.05,0.55",0.8917179804476443
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.10,0.50",0.8894240004012347
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.15,0.45",0.8861298320334735
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.20,0.40",0.8818354753443608
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.25,0.35",0.8765409303338964
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.30,0.30",0.8702461970020803
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.35,0.25",0.8629512753489125
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.40,0.20",0.8546561653743932
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.45,0.15",0.8453608670785221
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.50,0.10",0.8350653804612994
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.55,0.05",0.8237697055227251
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.40,0.60,0.00",0.8114738422627992
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.00,0.55",0.8905881055334577
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.05,0.50",0.8892996339789492
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.10,0.45",0.8870109741030889
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.15,0.40",0.8837221259058771
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.20,0.35",0.8794330893873136
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.25,0.30",0.8741438645473985
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.30,0.25",0.8678544513861317
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.35,0.20",0.8605648499035132
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.40,0.15",0.8522750600995431
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.45,0.10",0.8429850819742214
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.50,0.05",0.832694915527548
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.45,0.55,0.00",0.8214045607595231
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.00,0.50",0.888131431930107
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.05,0.45",0.8868482805461477
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.10,0.40",0.8845649408408368
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.15,0.35",0.8812814128141743
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.20,0.30",0.87699769646616
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.25,0.25",0.8717137917967942
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.30,0.20",0.8654296988060767
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.35,0.15",0.8581454174940075
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.40,0.10",0.8498609478605867
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.45,0.05",0.8405762899058143
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.50,0.50,0.00",0.8302914436296903
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.00,0.45",0.8856417513626499
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.05,0.40",0.8843639201492399
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.10,0.35",0.8820859006144783
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.15,0.30",0.878807692758365
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.20,0.25",0.8745292965809002
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.25,0.20",0.8692507120820836
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.30,0.15",0.8629719392619154
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.35,0.10",0.8556929781203956
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.40,0.05",0.8474138286575241
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.55,0.45,0.00",0.838134490873301
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.00,0.40",0.8831190638310865
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.05,0.35",0.8818465527882259
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.10,0.30",0.8795738534240135
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.15,0.25",0.8763009657384496
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.20,0.20",0.872027889731534
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.25,0.15",0.8667546254032668
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.30,0.10",0.8604811727536479
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.35,0.05",0.8532075317826773
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.60,0.40,0.00",0.8449337024903552
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.00,0.35",0.8805633693354167
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.05,0.30",0.8792961784631054
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.10,0.25",0.8770287992694423
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.15,0.20",0.8737612317544277
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.20,0.15",0.8694934759180615
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.25,0.10",0.8642255317603434
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.30,0.05",0.8579573992812739
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.65,0.35,0.00",0.8506890784808527
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.70,0.00,0.30",0.8779746678756407
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.70,0.05,0.25",0.8767127971738786
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.70,0.10,0.20",0.8744507381507649
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.70,0.15,0.15",0.8711884908062996
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.70,0.20,0.10",0.8669260551404825
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.70,0.25,0.05",0.8616634311533139
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.70,0.30,0.00",0.8554006188447936
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.75,0.00,0.25",0.8753529594517582
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.75,0.05,0.20",0.8740964089205455
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.75,0.10,0.15",0.8718396700679811
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.75,0.15,0.10",0.868582742894065
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.75,0.20,0.05",0.8643256273987974
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.75,0.25,0.00",0.8590683235821779
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.80,0.00,0.20",0.8726982440637695
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.80,0.05,0.15",0.8714470137031061
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.80,0.10,0.10",0.8691955950210909
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.80,0.15,0.05",0.8659439880177242
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.80,0.20,0.00",0.8616921926930058
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.85,0.00,0.15",0.8700105217116744
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.85,0.05,0.10",0.8687646115215601
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.85,0.10,0.05",0.8665185130100944
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.85,0.15,0.00",0.863272226177277
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.90,0.00,0.10",0.867289792395473
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.90,0.05,0.05",0.8660492023759081
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.90,0.10,0.00",0.8638084240349916
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.95,0.00,0.05",0.8645360561151652
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","0.95,0.05,0.00",0.8633007862661496
Q0_TOTAL_LIABILITIES,coarse,"B4,M3d,M4","1.00,0.00,0.00",0.861749312870751
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.00,0.00,1.00",0.911212854578829
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.00,0.01,0.99",0.9110255990266466
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.00,0.02,0.98",0.9107983359416103
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.00,0.03,0.97",0.9105310653237197
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.00,0.04,0.96",0.9102237871729753
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.00,0.05,0.95",0.9098765014893767
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.01,0.00,0.99",0.9107835729506787
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.01,0.01,0.98",0.9105965302053184
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.01,0.02,0.97",0.9103694799271039
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.01,0.03,0.96",0.9101024221160354
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.01,0.04,0.95",0.9097953567721129
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.02,0.00,0.98",0.9103529710439643
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.02,0.01,0.97",0.9101661411054258
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.02,0.02,0.96",0.9099393036340334
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.02,0.03,0.95",0.9096724586297869
Q0_TOTAL_LIABILITIES,fine,"B4,M3d,M4","0.03,0.00,0.97",0.9099210488586855
