"experiment_id","model_name","feature_set","target_strategy","mean_r2","fold_mean_r2_std","runtime_seconds","notes","r2_Q0_TOTAL_ASSETS","r2_Q0_TOTAL_LIABILITIES","r2_Q0_TOTAL_STOCKHOLDERS_EQUITY","r2_Q0_GROSS_PROFIT","r2_Q0_COST_OF_REVENUES","r2_Q0_REVENUES","r2_Q0_OPERATING_INCOME","r2_Q0_OPERATING_EXPENSES","r2_Q0_EBITDA"
"M3_catboost_direct_history_metadata_engineered","CatBoostRegressor","history_metadata_engineered","direct","0.6090404573760977","0.4335073291585577","554.5145802999978","CatBoost direct on history_metadata_engineered | best_iters=180","0.6355947602275538","0.694450011732971","0.40086690788760915","0.7621393474646718","0.8583478585691471","0.8968209444981282","0.5101472821499509","0.6012404336472572","0.12175657020759023"
"M4_catboost_residual_history_metadata_engineered","CatBoostRegressor","history_metadata_engineered","residual","0.8252497284371879","1.1202544053720063","330.11168109999926","CatBoost residual on history_metadata_engineered | best_iters=100","0.6731120406470958","0.911212854578829","0.14378170798478374","0.984133093036147","0.9644480319003591","0.9728668847567757","0.8268065956859505","0.9871275025641255","0.9637588447806247"
